,file_name,case_name,docket_number,Argued,Decided,Granted,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,advocate_0,advocate_description_0,advocate_1,advocate_description_1,advocate_2,advocate_description_2,advocate_3,advocate_description_3,advocate_4,advocate_description_4,advocate_5,advocate_description_5,advocate_6,advocate_description_6,advocate_7,advocate_description_7,advocate_8,advocate_description_8,advocate_9,advocate_description_9,advocate_10,advocate_description_10,advocate_11,advocate_description_11,advocate_12,advocate_description_12,advocate_13,advocate_description_13,advocate_14,advocate_description_14,advocate_15,advocate_description_15,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,elena_kagan,neil_gorsuch,brett_m_kavanaugh,charles_e_whittaker,petitioner_wins
2152,1979.78-1522,Andrus v. Utah,78-1522,313221600.0,327560400.0,,Andrus,Petitioner,Utah,Respondent,Andrus,majority opinion,5.0,4.0,peter_buscemi,on behalf of the Petitioner,richard_l_dewsnup,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,minority,minority,minority,majority,,,,,,,,,,,,,,,,minority,,,,,1
2153,1979.78-1548,California Brewers Assn. v. Bryant,78-1548,312530400.0,319874400.0,,California Brewers Assn.,Petitioner,Bryant,Respondent,California Brewers Assn.,majority opinion,4.0,3.0,lawrence_g_wallace,argued the cause for the United States as amicus curiae urging affirmance,willard_z_carr_jr,"for petitioners, by Roland P",roland_p_wilder_jr,,james_wolpman,for respondent Abram Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,minority,none,majority,none,,,,,,,,,,,,,,,,majority,,,,,1
2154,1979.78-1557,Nachman Corporation v. Pension Benefit Guaranty Corporation,78-1557,316072800.0,326955600.0,,Nachman Corporation,Petitioner,Pension Benefit Guaranty Corporation,Respondent,,majority opinion,5.0,4.0,henry_rose,on behalf of the Respondent,robert_w_gettleman,on behalf of the Petitioner,m_jay_whitman,on behalf of Respondent UAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,minority,,,,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2155,1979.78-1577,"Sears, Roebuck and Co. v. County of Los Angeles and City of Compton",78-1577,316764000.0,349336800.0,307602000.0,"Sears, Roebuck and Co.",Petitioner,County of Los Angeles and City of Compton,Respondent,County of Los Angeles and City of Compton,equally divided,0.0,8.0,andrew_s_garb,on behalf of the petitioners,james_dexter_clark,on behalf of respondents,ernest_j_brown,on behalf of the United States as amicus curiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,minority,minority,,,,minority,minority,minority,minority,minority,,,,,,,,,,,,,,,,minority,,,,,0
2156,1979.78-1588,"Vance v. Universal Amusement Company, Inc.",78-1588,312616800.0,322207200.0,,Vance,Appellant,"Universal Amusement Company, Inc.",Appellee,,per curiam,5.0,4.0,lonny_f_zwiener,on behalf of the Appellants,frierson_m_graves_jr,on behalf of the Appellee,frierson_m_graves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,,,,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,minority,,,,,0
2157,1979.78-1595,Lewis v. United States,78-1595,316072800.0,320479200.0,,Lewis,Petitioner,United States,Respondent,,majority opinion,6.0,3.0,andrew_w_wood,argued the cause for petitioner,andrew_j_levander,argued the cause pro hac vice for the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,minority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2158,1979.78-1604,Central Machinery Company v. Arizona State Tax Commission,78-1604,316677600.0,330930000.0,,Central Machinery Company,Appellant,Arizona State Tax Commission,Appellee,Central Machinery Company,majority opinion,5.0,4.0,rodney_b_lewis,for appellant,louis_f_claiborne,"for the United States, as amicus curiae, by special leave of Court",ian_a_macpherson,for appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,minority,minority,minority,,,,,,,,,,,,,,,,majority,,,,,1
2159,1979.78-1729,United States v. Payner,78-1729,319874400.0,330584400.0,,United States,Petitioner,Payner,Respondent,United States,majority opinion,6.0,3.0,bennet_kleinman,for respondent,wade_h_mccree_jr,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,minority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2160,1979.78-1756,United States v. Mitchell,78-1756,313048800.0,324626400.0,,United States,Petitioner,Mitchell,Respondent,United States,majority opinion,5.0,3.0,charles_a_hobbs,for respondents,louis_f_claiborne,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,majority,majority,majority,majority,minority,,,,,,,,,,,,,,,,none,,,,,1
2161,1979.78-1779,Owen v. City of Independence,78-1779,316159200.0,324712800.0,,Owen,Petitioner,City of Independence,Respondent,Owen,majority opinion,5.0,4.0,irving_achtenberg,for petitioner,richard_g_carlisle,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,minority,,,,,1
2162,1979.78-1815,Andrus v. Shell Oil Company,78-1815,316764000.0,328770000.0,,Andrus,Petitioner,Shell Oil Company,Respondent,,majority opinion,6.0,3.0,fowler_hamilton,on behalf of the Respondents,lawrence_g_wallace,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,majority,,,,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2163,1979.78-1821,United States v. Mendenhall,78-1821,319788000.0,328251600.0,,United States,Petitioner,Mendenhall,Respondent,United States,plurality opinion,5.0,4.0,f_randall_karfonta,on behalf of the Respondent,andrew_l_frey,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,minority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,,1
2164,1979.78-1832,Cuyler v. Sullivan,78-1832,319874400.0,326955600.0,,Cuyler,Petitioner,Sullivan,Respondent,Cuyler,majority opinion,8.0,1.0,marilyn_j_gelb,on behalf of the respondent,steven_h_goldblatt,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2165,1979.78-1840,City of Rome v. United States,78-1840,308379600.0,325231200.0,,City of Rome,Appellant,United States,Appellee,,majority opinion,6.0,3.0,robert_m_brinson,on behalf of the Appellants,lawrence_g_wallace,on behalf of the Appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2166,1979.78-1862,Walker v. Armco Steel Corporation,78-1862,316159200.0,328770000.0,,Walker,Petitioner,Armco Steel Corporation,Respondent,,majority opinion,9.0,0.0,don_manners,on behalf of Petitioner,jay_m_galt,on behalf of Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2167,1979.78-1870,Whirlpool Corporation v. Marshall,78-1870,316245600.0,320392800.0,,Whirlpool Corporation,Petitioner,Marshall,Respondent,,majority opinion,9.0,0.0,robert_e_mann,on behalf of the petitioner,wade_h_mccree_jr,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2168,1979.78-1888,Maher v. Gagne,78-1888,316245600.0,330757200.0,,Maher,Petitioner,Gagne,Respondent,,majority opinion,9.0,0.0,joan_e_pilver,on behalf of the Respondent,edmund_c_walsh,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2169,1979.78-1918,"Harrison v. PPG Industries, Inc.",78-1918,316850400.0,328251600.0,,Harrison,Petitioner,"PPG Industries, Inc.",Respondent,Harrison,majority opinion,7.0,2.0,charles_f_lettow,on behalf of the Respondents,maryann_walsh,on behalf of Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,minority,minority,,,,,,,,,,,,,,,,majority,,,,,1
2170,1979.78-253,Estes v. Metropolitan Branches of Dallas National Association for the Advancement of Colored People,78-253,310024800.0,317282400.0,,Estes,Petitioner,Metropolitan Branches of Dallas National Association for the Advancement of Colored People,Respondent,,per curiam,5.0,3.0,edward_b_cloutman_iii,on behalf of Respondents Tasby et al,e_brice_cunningham,"on behalf of the Respondents, NAACP et al",robert_l_blumenthal,"on behalf of Petitioners, Curry et al",james_a_donohoe,"on behalf of Petitioners, Brinegar et al",lawrence_g_wallace,"as amicus curiae, supporting Respondents",warren_whitham,"on behalf of Petitioners, Estes et al",,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,none,majority,minority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2171,1979.78-572,United States Parole Commission v. Geraghty,78-572,307688400.0,322293600.0,,United States Parole Commission,Petitioner,Geraghty,Respondent,United States Parole Commission,majority opinion,5.0,4.0,kent_l_jones,on behalf of the petitioners,kenneth_n_flaxman,on behalf of respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,minority,,,,,1
2172,1979.78-5937,Ybarra v. Illinois,78-5937,308293200.0,312616800.0,,Ventura E. Ybarra,Appellant,State of Illinois,Appellee,Ybarra,majority opinion,6.0,3.0,melbourne_a_noel_jr,on behalf of the Appellee,alan_d_goldberg,on behalf of the Appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,minority,majority,minority,majority,,,,,,,,,,,,,,,,minority,,,,,1
2173,1979.78-5981,Ferri v. Ackerman,78-5981,307688400.0,313135200.0,,Ferri,Petitioner,Ackerman,Respondent,Ferri,majority opinion,9.0,0.0,julian_n_eule,on behalf of the Petitioner,john_p_arness,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2174,1979.78-599,Secretary of the Navy v. Huff,78-599,310716000.0,317282400.0,,Secretary of the Navy,Petitioner,Huff,Respondent,Secretary of the Navy,per curiam,5.0,3.0,kent_l_jones,on behalf of the Petitioners,alan_dranitzke,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,majority,,,,none,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,,1
2175,1979.78-630,Washington v. Confederated Tribes of the Colville Indian Reservation,78-630,308293200.0,329461200.0,,Washington,Appellant,Confederated Tribes of the Colville Indian Reservation,Appellee,Washington,majority opinion,6.0,3.0,louis_f_claiborne,on behalf of the Appellees,james_b_hovis,on behalf of the Appellees,slade_gorton,on behalf of the Appellants,steven_s_anderson,on behalf of the Appellees,james_b_hoves,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,majority,,,,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2176,1979.78-6386,Rummel v. Estelle,78-6386,316072800.0,322207200.0,,Rummel,Petitioner,Estelle,Respondent,,majority opinion,5.0,4.0,douglas_m_becker,Argued the cause for the respondent,scott_j_atlas,"By appointment of the Court, argued the cause for the petitioner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,minority,majority,minority,,,,,,,,,,,,,,,,majority,,,,,0
2177,1979.78-6621,Beck v. Alabama,78-6621,319874400.0,330325200.0,,Beck,Petitioner,Alabama,Respondent,Beck,majority opinion,7.0,2.0,edward_e_carnes,for Respondent,david_klingsberg,for Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,,,,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2178,1979.78-6809,Jenkins v. Anderson,78-6809,316159200.0,329461200.0,,Jenkins,Petitioner,Anderson,Respondent,,majority opinion,7.0,2.0,carl_ziemba,for Petitioner,robert_a_derengoski,on behalf of Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2179,1979.78-6885,Hicks v. Oklahoma,78-6885,322898400.0,329979600.0,,Hicks,Petitioner,Oklahoma,Respondent,Hicks,majority opinion,8.0,1.0,david_m_ebel,on behalf of the Petitioner,janet_l_cox,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2180,1979.78-738,Kaiser Aetna v. United States,78-738,307602000.0,313135200.0,,Kaiser Aetna,Petitioner,United States,Respondent,Kaiser Aetna,majority opinion,6.0,3.0,richard_charles_bocken,on behalf of the Petitioners,kathryn_a_oberly,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,minority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2181,1979.78-740,Andrus v. Allard,78-740,307602000.0,312530400.0,,Andrus,Appellant,Allard,Appellee,Andrus,majority opinion,9.0,0.0,harriet_s_shapiro,For the Appellants,john_p_akolt_iii,For the Appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2182,1979.78-756,Ohio v. Roberts,78-756,312444000.0,330757200.0,293090400.0,Ohio,Petitioner,Herschel Roberts,Respondent,Ohio,majority opinion,6.0,3.0,marvin_r_plasco,on behalf of the respondent,john_e_shoop,on behalf of the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,,1
2183,1979.78-777,United States v. Crews,78-777,310197600.0,322812000.0,,United States,Petitioner,Crews,Respondent,United States,majority opinion,8.0,0.0,w_gary_kohlman,on behalf of the Respondent,andrew_l_frey,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,none,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2184,1979.78-857,National Labor Relations Board v. Yeshiva University,78-857,308379600.0,319874400.0,,National Labor Relations Board,Petitioner,Yeshiva University,Respondent,,majority opinion,5.0,4.0,norton_j_come,on behalf of the Petitioner in No. 78-857,ronald_h_shechtman,on behalf of the Petitioner in No. 78-997,marvin_e_frankel,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,minority,minority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2185,1979.78-904,Deposit Guaranty National Bank of Jackson v. Roper,78-904,307688400.0,322293600.0,,Deposit Guaranty National Bank of Jackson,Petitioner,Roper,Respondent,,majority opinion,7.0,2.0,william_f_goodman_jr,for petitioner,champ_lyons_jr,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2186,1979.78-952,Rush v. Savchuk,78-952,307774800.0,317282400.0,,"Randal Rush, et al.",Appellant,Jeffrey Savchuk,Appellee,Rush,majority opinion,7.0,2.0,edward_h_borkon,on behalf of the Appellee,oscar_c_adamson_ii,on behalf of the Appellants,edward_h_borkonz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,majority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,,1
2187,1979.78-972,United States v. Apfelbaum,78-972,313048800.0,320911200.0,,United States,Petitioner,Apfelbaum,Respondent,United States,majority opinion,9.0,0.0,william_c_bryson,on behalf of the petitioner,joel_harvey_slomsky,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2188,1979.78-990,United States v. Bailey,78-990,310802400.0,317282400.0,,United States,Petitioner,Bailey,Respondent,United States,majority opinion,6.0,2.0,edwin_s_kneedler,on behalf of the Petitioner,richard_s_kohn,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,none,minority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2189,1979.79-105,Curtiss-Wright Corporation v. General Elec. Company,79-105,316677600.0,325231200.0,,Curtiss-Wright Corporation,Petitioner,General Elec. Company,Respondent,Curtiss-Wright Corporation,majority opinion,9.0,0.0,ralph_n_del_deo,for petitioner,isaac_n_groner,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2190,1979.79-1082,"National Labor Relations Board v. International Longshoremen's Association, AFL-CIO",79-1082,325231200.0,330325200.0,,National Labor Relations Board,Petitioner,"International Longshoremen's Association, AFL-CIO",Respondent,,majority opinion,5.0,4.0,thomas_w_gleason,on behalf of Respondents,constantine_p_lambos,on behalf of Respondents,j_alan_lips,on behalf of Petitioner,lawrence_g_wallace,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,majority,minority,minority,,,,,,,,,,,,,,,,minority,,,,,0
2191,1979.79-116,Thomas v. Washington Gas Light Company,79-116,322293600.0,330930000.0,,Thomas,Petitioner,Washington Gas Light Company,Respondent,Thomas,plurality opinion,7.0,2.0,kevin_jeffrey_baldwin,on behalf of the Respondent WGLC,alan_i_horowitz,on behalf of Federal Respondent supporting the Petitioner,james_f_green,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,minority,majority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2192,1979.79-121,United States v. Henry,79-121,316850400.0,329979600.0,,United States,Petitioner,Henry,Respondent,,majority opinion,6.0,3.0,andrew_l_frey,for petitioner,michael_e_geltner,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,,,,majority,minority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2193,1979.79-1268,Harris v. McRae,79-1268,325144800.0,331189200.0,,Harris,Appellant,McRae,Appellee,Harris,majority opinion,5.0,4.0,rhonda_copelon,Argued the cause for the appellees,wade_h_mccree_jr,Argued the cause for the appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,minority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,,1
2194,1979.79-134,Consolidated Edison Company of New York v. Public Service Commission of New York,79-134,322120800.0,330325200.0,,Consolidated Edison Company of New York,Appellant,Public Service Commission of New York,Appellee,Consolidated Edison Company of New York,majority opinion,7.0,2.0,joseph_d_block,on behalf of the appellant,schiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,minority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2195,1979.79-136,Diamond v. Chakrabarty,79-136,322120800.0,329979600.0,,Diamond,Petitioner,Chakrabarty,Respondent,,majority opinion,5.0,4.0,edward_f_mckie_jr,Argued the cause for the respondent,lawrence_g_wallace,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,minority,majority,minority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2196,1979.79-198,"Supreme Court of Virginia v. Consumers Union of the United States, Inc.",79-198,319788000.0,328770000.0,308811600.0,"Supreme Court of Virginia, et al.",Appellant,"Consumers Union of the United States, Inc., et al.",Appellee,Supreme Court of Virginia,majority opinion,8.0,0.0,marshall_coleman,for appellants,ellen_broadman,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,none,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2197,1979.79-243,Richmond Newspapers Inc. v. Virginia,79-243,319788000.0,331362000.0,,Richmond Newspapers Inc.,Petitioner,Virginia,Respondent,Richmond Newspapers Inc.,plurality opinion,7.0,1.0,marshall_coleman,Argued the cause for the appellees,j_marshall_coleman,"on behalf of Virginia, et al",laurence_h_tribe,Argued the cause for the appellants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,none,minority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2198,1979.79-253,"Marshall v. Jerrico, Inc.",79-253,322293600.0,325746000.0,,Marshall,Appellant,"Jerrico, Inc.",Appellee,Marshall,majority opinion,9.0,0.0,kenneth_s_geller,for appellants,thomas_w_power,for appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2199,1979.79-260,Andrus v. Idaho,79-260,320306400.0,324712800.0,,Andrus,Petitioner,Idaho,Respondent,Andrus,majority opinion,8.0,0.0,stuart_a_smith,for petitioner,david_h_leroy,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,none,,,,,,,,,,,,,,,,majority,,,,,1
2200,1979.79-343,"Sun Ship, Inc. v. Pennsylvania",79-343,324540000.0,330584400.0,,"Sun Ship, Inc.",Appellant,Pennsylvania,Appellee,,majority opinion,9.0,0.0,jeffery_c_hayes,for appellant,joseph_lurie,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2201,1979.79-381,Wengler v. Druggists Mutual Insurance Company,79-381,320306400.0,325231200.0,,Wengler,Appellant,Druggists Mutual Insurance Company,Appellee,Wengler,majority opinion,8.0,1.0,ralph_c_kleinschmidt,on behalf of the Appellees,john_w_reid_ii,On behalf of the Appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2202,1979.79-383,Standefer v. United States,79-383,324540000.0,329374800.0,,Standefer,Petitioner,United States,Respondent,,majority opinion,9.0,0.0,harold_gondelman,on behalf of the Petitioner,william_h_alsup,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2203,1979.79-394,United States v. Ward,79-394,320392800.0,330930000.0,,United States,Petitioner,Ward,Respondent,United States,majority opinion,8.0,1.0,edwin_s_kneedler,on behalf of the Petitioner,stephen_jones,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,,1
2204,1979.79-421,Bryant v. Yellen,79-421,322812000.0,329979600.0,,Bryant,Petitioner,Yellen,Respondent,Bryant,majority opinion,9.0,0.0,northcutt_ely,on behalf of the Petitioners,charles_w_bender,on behalf of the Petitioners,arthur_brunwasser,on behalf of the Respondents,wade_h_mccree_jr,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2205,1979.79-424,Board of Regents of Univ. of State of N. Y. v. Tomanio,79-424,320392800.0,327560400.0,,Board of Regents of Univ. of State of N. Y.,Petitioner,Tomanio,Respondent,Board of Regents of Univ. of State of N. Y.,majority opinion,7.0,2.0,vincent_j_mutari,on behalf of the Respondent,donald_o_meserve,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,1
2206,1979.79-465,Navarro Savings Assn. v. Lee,79-465,322207200.0,327560400.0,,Navarro Savings Assn.,Petitioner,Lee,Respondent,,majority opinion,8.0,1.0,bernus_wm_fischman,,james_a_ellis_jr,for respondents,bernus_william_fischman,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2207,1979.79-48,Andrus v. Glover Construction Company,79-48,322725600.0,328251600.0,,Andrus,Petitioner,Glover Construction Company,Respondent,,majority opinion,9.0,0.0,d_d_hayes,on behalf of the Respondent,andrew_j_levander,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2208,1979.79-492,Fungaroli v. Fungaroli,79-492,324712800.0,326955600.0,,Robert Michael Fungaroli,Appellant,Judith Diane Fungaroli,Appellee,dismissal,dismissal - other,0.0,9.0,b_ervin_brown_ii,on behalf of the Appellee,john_f_morrow,on behalf of the Appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,minority,,,,minority,minority,minority,minority,minority,,,,,,,,,,,,,,,,minority,,,,,0
2209,1979.79-5010,Bifulco v. United States,79-5010,320479200.0,329979600.0,,Bifulco,Petitioner,United States,Respondent,Bifulco,majority opinion,6.0,3.0,steven_lloyd_barrett,for petitioner,harlon_l_dalton,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,,,,majority,majority,majority,minority,minority,,,,,,,,,,,,,,,,majority,,,,,1
2210,1979.79-509,Exxon Corporation v. Department of Rev. of Wisconsin,79-509,322207200.0,329461200.0,,Exxon Corporation,Appellant,Department of Rev. of Wisconsin,Appellee,,majority opinion,8.0,0.0,thomas_g_ragatz,on behalf of the Appellant,gerald_s_wilcox,on behalf of the Appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2211,1979.79-5146,Rawlings v. Kentucky,79-5146,322898400.0,330757200.0,,Rawlings,Petitioner,Kentucky,Respondent,,majority opinion,7.0,2.0,victor_fox,on behalf of the Respondent,j_vincent_aprile_ii,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,,0
2212,1979.79-5175,Adams v. Texas,79-5175,322725600.0,330757200.0,,Adams,Petitioner,Texas,Respondent,Adams,majority opinion,8.0,1.0,melvyn_carson_bruder,on behalf of the Petitioner,douglas_m_becker,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,,1
